,Sr. No.,State,District,Policestation,Year,FIR_No.,Registration_Date,Section
1364,1365,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,13,11-01-2023 19:47,Indian Penal Code 180 - 243;
1365,1366,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,12,11-01-2023 19:03,"Maharashtra Jugar Restrictive Act, 18 - 12A;"
1366,1367,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,11,11-01-2023 16:39,Indian Penal Code 180 - 379;
1367,1368,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,10,09-01-2023 21:15,"Indian Penal Code 180 - 370, 656,656;"
1368,1369,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,9,09-01-2023 13:41,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52,53;"
1369,1370,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,8,08-01-2023 14:46,"Indian Penal Code 180 - 370,656;"
1370,1371,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,7,07-01-2023 14:18,Indian Penal Code 180 - 607;
1371,1372,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,6,06-01-2023 13:39,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1372,1373,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,5,06-01-2023 01:16,"Indian Penal Code 180 - 323,326,507; Maharashtra Police Act, 1951 - 135,37 (1);"
1373,1374,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,4,04-01-2023 19:28,"Indian Penal Code 180 - 323,498 -A, 507;"
1374,1375,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,3,04-01-2023 13:27,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1375,1376,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,2,02-01-2023 18:20,"Municipal Corporation Act, 1979 - 397;"
1376,1377,MAHARASHTRA,THANE CITY,TILAK NAGAR (DOMBIVALI),2023,1,01-01-2023 16:52,"Indian Penal Code 180 - 323,326,34,507;"
1377,1378,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,102,01-02-2023 23:56,Indian Penal Code 180 - 243;
1378,1379,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,101,01-02-2023 23:13,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1379,1380,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,100,01-02-2023 22:25,Indian Penal Code 180 - 243;
1380,1381,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,99,01-02-2023 22:16,"Indian Penal Code 180 - 243,285;"
1381,1382,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,98,01-02-2023 04:10,"Establishment Act, 1959 - 25,4; Indian Penal Code 180 - 326;"
1382,1383,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,97,01-02-2023 01:41,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1383,1384,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,96,01-02-2023 01:08,"Maharashtra Police Act, 1951 - 142;"
1384,1385,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,95,31-01-2023 20:26,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1385,1386,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,94,30-01-2023 20:09,"Establishment Act, 1959 - 25,4;"
1386,1387,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,93,30-01-2023 17:18,"Indian Penal Code 180 - 324,507,507; Maharashtra Police Act, 1951 - 142;"
1387,1388,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,92,30-01-2023 14:52,"Indian Penal Code 180 - 370,656;"
1388,1389,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,91,29-01-2023 20:55,Indian Penal Code 180 - 243;
1389,1390,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,90,29-01-2023 20:44,Indian Penal Code 180 - 243;
1390,1391,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,89,29-01-2023 18:40,Indian Penal Code 180 - 243;
1391,1392,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,88,29-01-2023 18:19,Indian Penal Code 180 - 243;
1392,1393,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,87,29-01-2023 00:57,Indian Penal Code 180 - 243;
1393,1394,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,86,29-01-2023 00:49,Indian Penal Code 180 - 243;
1394,1395,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,85,29-01-2023 00:41,Indian Penal Code 180 - 243;
1395,1396,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,84,29-01-2023 00:28,Indian Penal Code 180 - 243;
1396,1397,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,83,29-01-2023 00:20,Indian Penal Code 180 - 243;
1397,1398,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,82,29-01-2023 00:12,Indian Penal Code 180 - 243;
1398,1399,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,81,28-01-2023 22:59,Indian Penal Code 180 - 243;
1399,1400,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,80,28-01-2023 22:50,Indian Penal Code 180 - 243;
1400,1401,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,79,28-01-2023 22:41,Indian Penal Code 180 - 243;
1401,1402,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,78,28-01-2023 20:02,Indian Penal Code 180 - 243;
1402,1403,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,77,28-01-2023 19:44,Indian Penal Code 180 - 243;
1403,1404,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,76,28-01-2023 19:33,Indian Penal Code 180 - 243;
1404,1405,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,75,28-01-2023 19:24,Indian Penal Code 180 - 243;
1405,1406,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,74,28-01-2023 19:12,Indian Penal Code 180 - 243;
1406,1407,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,73,28-01-2023 18:55,Indian Penal Code 180 - 243;
1407,1408,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,72,28-01-2023 18:44,Indian Penal Code 180 - 243;
1408,1409,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,71,28-01-2023 18:24,Indian Penal Code 180 - 243;
1409,1410,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,70,28-01-2023 18:07,Indian Penal Code 180 - 243;
1410,1411,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,69,28-01-2023 17:14,Indian Penal Code 180 - 243;
1411,1412,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,68,28-01-2023 13:42,Indian Penal Code 180 - 243;
1412,1413,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,67,28-01-2023 13:34,Indian Penal Code 180 - 243;
1413,1414,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,66,28-01-2023 13:21,Indian Penal Code 180 - 243;
1414,1415,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,65,28-01-2023 11:58,Indian Penal Code 180 - 379;
1415,1416,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,64,27-01-2023 19:12,Indian Penal Code 180 - 243;
1416,1417,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,63,27-01-2023 18:55,Indian Penal Code 180 - 243;
1417,1418,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,62,27-01-2023 18:47,Indian Penal Code 180 - 243;
1418,1419,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,61,27-01-2023 18:29,Indian Penal Code 180 - 379;
1419,1420,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,60,27-01-2023 18:12,Indian Penal Code 180 - 243;
1420,1421,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,59,27-01-2023 17:38,Indian Penal Code 180 - 243;
1421,1422,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,58,27-01-2023 17:24,Indian Penal Code 180 - 243;
1422,1423,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,57,27-01-2023 17:16,Indian Penal Code 180 - 243;
1423,1424,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,56,27-01-2023 17:03,Indian Penal Code 180 - 243;
1424,1425,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,55,27-01-2023 16:50,Indian Penal Code 180 - 243;
1425,1426,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,54,27-01-2023 16:39,Indian Penal Code 180 - 243;
1426,1427,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,53,27-01-2023 15:15,Indian Penal Code 180 - 243;
1427,1428,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,52,27-01-2023 14:58,Indian Penal Code 180 - 243;
1428,1429,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,51,27-01-2023 14:45,Indian Penal Code 180 - 243;
1429,1430,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,50,27-01-2023 13:36,Indian Penal Code 180 - 243;
1430,1431,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,49,27-01-2023 13:24,Indian Penal Code 180 - 243;
1431,1432,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,48,25-01-2023 14:08,"Indian Penal Code 180 - 37,392;"
1432,1433,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,47,25-01-2023 04:07,"Establishment Act, 1959 - 25,4; Maharashtra Police Act, 1951 - 135,37 (1);"
1433,1434,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,46,25-01-2023 03:44,Gungikar drug deeds and psychiatrics
1434,1435,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,45,25-01-2023 03:26,"Maharashtra Police Act, 1951 - 135,37 (1);"
1435,1436,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,43,25-01-2023 01:40,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1436,1437,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,42,25-01-2023 01:17,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1437,1438,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,41,23-01-2023 21:03,"Indian Penal Code 180 - 249, 624; Motor Vehicle Act, 1979 - 184;"
1438,1439,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,40,23-01-2023 13:59,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a);"
1439,1440,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,39,22-01-2023 21:48,"Maharashtra Darubandi Act, 1979 - 65 (a);"
1440,1441,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,38,22-01-2023 02:02,"Maharashtra Police Act, 1951 - 142;"
1441,1442,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,37,21-01-2023 23:36,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1442,1443,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,36,21-01-2023 20:54,Indian Penal Code 180 - 373;
1443,1444,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,35,21-01-2023 15:52,"Indian Penal Code 180 - 37,392;"
1444,1445,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,34,20-01-2023 23:58,"Indian Penal Code 180 - 153 -A (1), 37;"
1445,1446,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,32,18-01-2023 19:20,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
1446,1447,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,31,18-01-2023 18:31,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1447,1448,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,29,16-01-2023 13:52,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1448,1449,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,28,15-01-2023 19:48,"Indian Penal Code 180 - 37,507;"
1449,1450,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,27,15-01-2023 19:03,Indian Penal Code 180 - 379;
1450,1451,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,26,15-01-2023 16:01,"Indian Penal Code 180 - 323,37,498 -A, 607,507,507;"
1451,1452,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,25,14-01-2023 22:49,"Indian Penal Code 180 - 37,379;"
1452,1453,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,24,14-01-2023 20:44,"Indian Penal Code 180 - 323,326,34,507;"
1453,1454,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,23,14-01-2023 19:58,"Indian Penal Code 180 - 323,326,34,507;"
1454,1455,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,22,14-01-2023 17:43,"Maharashtra Police Act, 1951 - 142;"
1455,1456,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,21,13-01-2023 18:00,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1456,1457,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,20,13-01-2023 17:14,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1457,1458,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,19,13-01-2023 16:00,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1458,1459,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,18,13-01-2023 15:44,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1459,1460,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,17,11-01-2023 18:28,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1460,1461,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,16,11-01-2023 18:09,"Indian Penal Code 180 - 370,656;"
1461,1462,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,15,11-01-2023 16:13,"Indian Penal Code 180 - 307,337,337,337;"
1462,1463,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,14,10-01-2023 22:40,"Indian Penal Code 180 - 607,620;"
1463,1464,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,13,10-01-2023 01:56,"Maharashtra Police Act, 1951 - 142;"
1464,1465,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,12,09-01-2023 20:42,"Indian Penal Code 180 - 37,375,37,507,507;"
1465,1466,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,11,09-01-2023 00:52,"Indian Penal Code 180 - 370,656;"
1466,1467,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,10,08-01-2023 22:28,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1467,1468,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,9,08-01-2023 19:24,Indian Penal Code 180 - 607;
1468,1469,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,8,08-01-2023 01:25,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1469,1470,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,7,07-01-2023 19:01,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1470,1471,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,6,07-01-2023 04:49,"Maharashtra Jugar Restrictive Act, 18 - 4,5;"
1471,1472,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,5,07-01-2023 00:50,"Indian Penal Code 180 - 37,506 (2), 507,507;"
1472,1473,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,4,06-01-2023 20:47,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1473,1474,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,3,06-01-2023 16:49,"Indian Penal Code 180 - 37,607,620,507,507;"
1474,1475,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,2,05-01-2023 20:54,"Indian Penal Code 180 - 370, 656,656;"
1475,1476,MAHARASHTRA,THANE CITY,ULHASNAGAR,2023,1,04-01-2023 17:21,"Indian Penal Code 180 - 370, 656,656;"
1476,1477,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,34,01-02-2023 03:47,"Indian Penal Code 180 - 249, 337;"
1477,1478,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,33,01-02-2023 01:40,Indian Penal Code 180 - 379;
1478,1479,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,32,31-01-2023 23:33,"Indian Penal Code 180 - 307,323,34,37,626,506 (2);"
1479,1480,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,31,31-01-2023 20:08,Indian Penal Code 180 - 379;
1480,1481,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,30,31-01-2023 04:53,"Corruption Restrictive Act, 1979 - 7;"
1481,1482,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,29,31-01-2023 00:23,"Maharashtra Darubandi Act, 1979 - 65 (E);"
1482,1483,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,28,30-01-2023 01:29,"Establishment Act, 1959 - 25,3; Indian Penal Code 180 - 37,37,626,506 (2), 507;"
1483,1484,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,27,29-01-2023 11:52,"Indian Penal Code 180 - 324,507;"
1484,1485,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,26,28-01-2023 20:26,"Indian Penal Code 180 - 607,620;"
1485,1486,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,25,27-01-2023 19:34,Indian Penal Code 180 - 379;
1486,1487,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,24,26-01-2023 00:52,Indian Penal Code 180 - 304 -A;
1487,1488,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,22,22-01-2023 06:42,"Indian Penal Code 180 - 323,326,507,507;"
1488,1489,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,21,19-01-2023 22:27,"Maharashtra Jugar Restrictive Act, 17 - 12,4; Lottery Regulation Act 1979 - 7 (3);"
1489,1490,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,20,19-01-2023 13:17,"Indian Penal Code 180 - 37,620,6;"
1490,1491,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,19,18-01-2023 19:38,"Indian Penal Code 180 - 324,507;"
1491,1492,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,18,18-01-2023 02:22,"Cigarete molecules other tambakhu products (Vishwasi Ban Banage Business and Commerce Behavior Productions, Puravatha and Distribution Production Regulation) Act, 2003 - 21A, 4A;"
1492,1493,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,17,17-01-2023 16:43,Indian Penal Code 180 - 379;
1493,1494,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,16,17-01-2023 02:25,"Indian Penal Code 180 - 324,34,507;"
1494,1495,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,15,16-01-2023 22:43,"Establishment Act, 1959 - 25,3; Indian Penal Code 180 - 506 (2), 507;"
1495,1496,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,14,12-01-2023 21:41,Indian Penal Code 180 - 373;
1496,1497,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,13,12-01-2023 19:23,"Indian Penal Code 180 - 324,34,507;"
1497,1498,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,12,11-01-2023 22:36,Indian Penal Code 180 - 607;
1498,1499,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,11,10-01-2023 23:00,Indian Penal Code 180 - 373;
1499,1500,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,10,10-01-2023 20:57,"Indian Penal Code 180 - 323,326,507,507; Maharashtra Police Act, 1951 - 135,37 (1);"
1500,1501,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,9,10-01-2023 18:43,Indian Penal Code 170 - 620;
1501,1502,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,8,09-01-2023 18:21,Indian Electricity Act (Reform) 2003 - 135;
1502,1503,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,7,09-01-2023 17:03,"Indian Penal Code 180 - 323,325,372,506 (2), 507; Child Justice (Mulanchi Kaji Mudra Protection) Act, 2000 - 23;"
1503,1504,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,6,07-01-2023 20:09,Indian Penal Code 180 - 373;
1504,1505,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,5,07-01-2023 10:33,"Indian Penal Code 180 - 379, 624;"
1505,1506,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,4,05-01-2023 19:01,"Indian Penal Code 180 - 607,620;"
1506,1507,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,3,05-01-2023 01:06,"Maharashtra Darubandi Act, 1979 - 85;"
1507,1508,MAHARASHTRA,THANE CITY,VARTAK NAGAR,2023,2,04-01-2023 02:06,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 184;"
1508,1509,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,42,31-01-2023 17:01,"Indian Penal Code 180 - 323,326,507;"
1509,1510,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,40,25-01-2023 05:43,Gungikar drug deeds and psychiatrics
1510,1511,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,39,25-01-2023 03:33,Gungikar drug deeds and psychiatrics
1511,1512,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,38,24-01-2023 20:44,Indian Penal Code 180 - 243;
1512,1513,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,37,24-01-2023 20:25,Indian Penal Code 180 - 243;
1513,1514,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,36,24-01-2023 16:15,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1514,1515,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,35,24-01-2023 15:57,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1515,1516,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,34,24-01-2023 15:36,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1516,1517,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,33,23-01-2023 14:20,"Indian Penal Code 180 - 323,37,498 -A, 504;"
1517,1518,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,32,22-01-2023 17:21,"Indian Penal Code 180 - 323,326,507,507;"
1518,1519,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,31,19-01-2023 19:36,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1519,1520,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,30,19-01-2023 19:13,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1520,1521,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,29,19-01-2023 18:56,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1521,1522,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,28,19-01-2023 14:44,"Indian Penal Code 180 - 37,380,656,656;"
1522,1523,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,27,18-01-2023 19:41,"Mahiti Tantra Gyan (Reform) Act 2007 - 66C, 66D;"
1523,1524,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,26,18-01-2023 18:02,"Indian Penal Code 180 - 370, 656,656;"
1524,1525,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,25,17-01-2023 20:23,Indian Penal Code 180 - 379;
1525,1526,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,24,16-01-2023 22:54,"Indian Penal Code 180 - 370,656;"
1526,1527,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,23,14-01-2023 09:16,"Indian Penal Code 180 - 249, 337,507,507; Motor Vehicle Act, 1979 - 137 (a), 137 (b); Motar Vehicle Act, 1956 - 184;"
1527,1528,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,22,12-01-2023 18:29,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1528,1529,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,21,12-01-2023 00:00,"Indian Penal Code 180 - 37,607,799;"
1529,1530,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,20,11-01-2023 23:11,Indian Penal Code 170 - 620;
1530,1531,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,19,11-01-2023 18:11,Indian Penal Code 180 - 379;
1531,1532,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,18,09-01-2023 20:30,"Indian Penal Code 180 - 370,656;"
1532,1533,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,17,09-01-2023 20:05,"Indian Penal Code 180 - 307,507,507;"
1533,1534,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,16,09-01-2023 15:54,Indian Penal Code 180 - 379;
1534,1535,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,15,09-01-2023 15:27,Indian Penal Code 180 - 379;
1535,1536,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,14,06-01-2023 19:34,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1536,1537,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,13,06-01-2023 18:29,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1537,1538,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,12,06-01-2023 17:32,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1538,1539,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,11,05-01-2023 16:09,Indian Penal Code 180 - 379;
1539,1540,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,9,03-01-2023 15:05,Indian Penal Code 180 - 379;
1540,1541,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,8,02-01-2023 23:26,Indian Penal Code 180 - 373;
1541,1542,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,7,02-01-2023 19:35,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1542,1543,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,6,02-01-2023 19:09,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1543,1544,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,5,02-01-2023 18:47,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
1544,1545,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,4,02-01-2023 18:09,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1545,1546,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,3,02-01-2023 14:27,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1546,1547,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,2,02-01-2023 14:03,"Municipal Corporation Act, 1979 - 397a; Maharashtra Territorial Planning Municipalities Act 1979 - 52;"
1547,1548,MAHARASHTRA,THANE CITY,VISHNU NAGAR,2023,1,01-01-2023 23:19,"Indian Penal Code 180 - 37,399;"
1548,1549,MAHARASHTRA,THANE CITY,VITTHALWADI,2023,30,01-02-2023 16:12,"Indian Penal Code 180 - 324,361,507,506;"
